mxy,mt,Deff,R2,AIC,sigma
11,10,7.741912257233529,0.5909352776917194,-1929.1773958021315,0.04953909863751483
11,11,7.701089501169754,0.5833765616514586,-1832.9127033072182,0.05029648902170693
11,12,7.671107654347856,0.5844008298705022,-1711.5964132164843,0.049190352217191716
11,13,7.640613811133558,0.5884733723426077,-1680.3683598650712,0.046584404071069396
11,14,7.639276828629208,0.5992329795233898,-1603.4323251694348,0.04239076141940551
11,15,7.669989415165588,0.6084095956274009,-1593.658070690211,0.03865127880047299
11,16,7.748719554257047,0.6186377763256191,-1504.3937470676365,0.03555937330797387
11,17,7.847622529277051,0.624302209696889,-1478.6760036585395,0.0336519840357855
11,18,7.966074535050198,0.6277219323229835,-1445.9859809045042,0.03253055728593607
11,19,8.093739594194757,0.6291556801681972,-1409.3438647245125,0.031959529531949464
11,20,8.220766637338633,0.6314432790149394,-1294.7973255793916,0.0315693064162706
12,2,6.655459830301524e-08,0.5092874745651585,-38911.72303079271,1.0979799257688304e-09
12,3,1.355270948059949,0.5401355407226058,-6691.926355296747,0.016861983540714297
12,4,7.742724292636811,0.6468341812023504,-3395.240336974592,0.06626445792369313
12,5,8.77911684698348,0.6865004694063002,-2878.6554544969767,0.05224602083458324
12,6,8.74431100692017,0.6720343542422696,-2492.862012652382,0.054667082389352195
12,7,8.488391220823843,0.6521958393279759,-2208.97165798165,0.05394682318112344
12,8,8.21337288111051,0.6325357257874668,-1948.4327006584344,0.04875110278004463
12,9,8.05684039266879,0.6147358818531528,-1740.9585880609811,0.04772987654126358
12,10,7.990014826611735,0.6033659014872379,-1553.2205007304083,0.0487101864888837
12,11,7.94808529505905,0.5961303616369122,-1455.1115087165438,0.04937376589981728
12,12,7.916242041918765,0.5971740620397481,-1331.6562067339248,0.04821691099763362
12,13,7.883497169357391,0.6010162023611901,-1297.7610447959273,0.045645999841136715
12,14,7.87854651904944,0.6111702244794298,-1217.6561334561095,0.0415767045192262
12,15,7.904673379204014,0.6195643346948045,-1204.4726989344679,0.037963248487627284
12,16,7.977679910249376,0.6289319918522952,-1112.054006928227,0.03496733698241175
12,17,8.070296846848521,0.6337933039375026,-1083.3755362074485,0.0331051335681355
12,18,8.182028263553313,0.636512605137878,-1048.1183355890576,0.031995297847816934
12,19,8.302812039965426,0.6373732629672335,-1009.2931128314858,0.03142180134806418
12,20,8.423520499510976,0.6392831701204162,-893.1457874341507,0.031033782179907498
13,2,6.87184501671459e-08,0.5213318677558001,-38701.58513296582,1.064645580344743e-09
13,3,1.3968998473659238,0.5508822486721621,-6476.031145581462,0.01626383527687124
13,4,7.947091713096911,0.6556670901777187,-3178.2565683813755,0.0637605087345238
13,5,8.977997108143471,0.693679352135055,-2658.2103907276523,0.050937450876561076
13,6,8.933828752685795,0.6795162043333315,-2269.863123329255,0.053390363174732045
13,7,8.676740108622989,0.6604410255626343,-1983.269697144801,0.05265787461997693
13,8,8.403986640789842,0.6415246137832642,-1720.009003729223,0.04790277069232665
13,9,8.248628343998734,0.6243083881204838,-1510.6403177595832,0.047091003770043105
13,10,8.181668759775356,0.6133161938597234,-1321.573538608879,0.04805203224290456
13,11,8.139137046181865,0.6063079017151436,-1222.1838532394681,0.048651399918833674
13,12,8.10600111669176,0.6073444222346298,-1097.2543268465222,0.047466959395354065
13,13,8.071566061033696,0.6109892889121153,-1061.5071207661863,0.044931720035944665
13,14,8.063784333428483,0.6206725330424029,-979.2135293442778,0.04095992972883447
13,15,8.086326643705192,0.628474189892192,-963.6617969298464,0.03744189092937251
13,16,8.154898232409286,0.637205189402442,-869.0709893202546,0.03451706754946834
13,17,8.242721013117684,0.6414797132794772,-838.3481942167609,0.032689963071521576
13,18,8.349408938658453,0.6436955561151572,-801.333898281398,0.03159219605498411
13,19,8.465120502879081,0.6441526485927034,-761.0357450577932,0.03102174208321539
13,20,8.58127558360666,0.6458086481280199,-643.8585508860921,0.030640011030406308
14,2,7.206836539807464e-08,0.5397353313849298,-38423.65334921158,1.0124486907539773e-09
14,3,1.461951032568483,0.5674693516843907,-6189.57587447531,0.015331119756246563
14,4,8.263092026767556,0.6688424550775997,-2889.2002879443253,0.05998707822325199
14,5,9.284200540611964,0.704213410523916,-2363.2621927179566,0.0489838363918744
14,6,9.226333368419144,0.6905179650484048,-1971.0564015750851,0.05143945880039442
14,7,8.968207078032469,0.6725958869936801,-1680.442377254532,0.05068562842868762
14,8,8.699563595755642,0.6548133860318683,-1413.1350125184297,0.04653956926374637
14,9,8.546547342091909,0.638491422210683,-1200.8758697852481,0.045992963417515575
14,10,8.479798494300551,0.6280569634798254,-1009.6315904176137,0.04690947663773606
14,11,8.436676476405683,0.6213477090926388,-908.0030298509822,0.04741470364017903
14,12,8.401749389713936,0.6222777271579072,-780.3546136198181,0.04620142188079284
14,13,8.364805492250522,0.625490594244519,-741.1507034164077,0.04373355126163643
14,14,8.352585290274202,0.6342932707854592,-654.7346874295042,0.039919168752436465
14,15,8.36944627244099,0.6410337176032935,-634.7598179934181,0.03655226003714117
14,16,8.430928596592691,0.6486605096603884,-536.134197153006,0.03374152424734751
14,17,8.511127200946694,0.6519313155659973,-501.6698618935765,0.03197802515770454
14,18,8.609831843168323,0.653296779539212,-461.4832032703341,0.03091355749169985
14,19,8.717573855360397,0.6530784240745579,-418.56743720097234,0.030366176298235292
14,20,8.826643211179547,0.6543173020729391,-299.603664385,0.03001379430579153
15,2,7.438575591753073e-08,0.5525772664571575,-38267.057213803186,9.772823228446846e-10
15,3,1.5074228970567765,0.5793358683486294,-6028.2596404400765,0.014710585456291123
15,4,8.483040582392661,0.678384366053917,-2726.865098103139,0.05753367683680253
15,5,9.49792782309427,0.7120666445823067,-2197.5216820121227,0.04766899193834901
15,6,9.43192194716503,0.6987393983763817,-1803.0018970096394,0.050080014526362106
15,7,9.17400369788753,0.6816114918741114,-1509.993176065551,0.049320466680398266
15,8,8.908788133385114,0.6645955998519641,-1240.2708566539668,0.04555570785911055
15,9,8.75797024005428,0.6488686591298102,-1026.2702232968593,0.04516623243503903
15,10,8.691954158312269,0.6387947687507535,-833.7225369416034,0.04605249177316294
15,11,8.648975394089817,0.632262410670186,-730.7414898444619,0.046504153438359376
15,12,8.61322753732942,0.6330872485945828,-601.4549202019517,0.04528558480989934
15,13,8.574851115166762,0.6359694305724328,-560.1293092877042,0.04287749289099146
15,14,8.559726616982333,0.6441465246467781,-471.1856740429132,0.039179435927691096
15,15,8.57282007488254,0.6501492877710158,-448.4664093713722,0.03592311309570651
15,16,8.629573925178779,0.657026975456855,-347.3636709429459,0.033196192324885174
15,17,8.704774851064506,0.6596221537848919,-310.5919167646528,0.031484713441907286
15,18,8.79833336693802,0.6604233421158037,-268.4755753578802,0.03045218658540308
15,19,8.901046318491291,0.6597647693367075,-224.0057413827212,0.02992874599112489
15,20,9.005771121505429,0.6607458072589556,-104.07257858630818,0.029599872484564173
16,2,7.818134214908333e-08,0.5730327704246025,-38041.4170846193,9.195940207304916e-10
16,3,1.5825838151168523,0.5984513046489555,-5795.402731763411,0.013689381598295625
16,4,8.843256986410369,0.6932255252192147,-2490.968394627787,0.05358415441201294
16,5,9.846662465304531,0.7240405309342448,-1955.14190610305,0.045500285212436126
16,6,9.76843039442603,0.7113029097819689,-1556.7945793065505,0.04779186247385228
16,7,9.512011462744772,0.6954194239398579,-1259.8131300719442,0.04700402437231736
16,8,9.253304776707344,0.6796102651489434,-986.0674898808077,0.04377102753914689
16,9,9.106754581273373,0.6648365991252072,-769.108052519474,0.043575307429838755
16,10,9.042445455711281,0.6553328193601142,-574.2062797140574,0.04439743187605626
16,11,9.000169625320801,0.6490582716426795,-468.6625875580492,0.04476716899698036
16,12,8.963522866365807,0.649651187651104,-336.1520189450782,0.04355554968746857
16,13,8.923273588561575,0.651915541121677,-290.64362272121394,0.04126150168046328
16,14,8.903821465275005,0.6589771567522869,-196.70083414574125,0.03776903388296921
16,15,8.911162908381028,0.6636948730513561,-168.62272282565056,0.034710138291052704
16,16,8.96048217306753,0.6692876494259995,-62.71018559406991,0.032140161435244154
16,17,9.027837341707231,0.6707399362236997,-21.525789782174318,0.03053885797049913
16,18,9.113302281920355,0.6705972166117391,24.24598550669881,0.0295865003107018
16,19,9.208133158710625,0.6692101297293448,71.63762959939001,0.029129771838015926
16,20,9.306071451969173,0.6697728925257742,193.39551146171772,0.028862218347702927
17,2,8.056737543782345e-08,0.5857564995924229,-37926.6411110077,8.852133183350652e-10
17,3,1.6303242570318035,0.6106104775640993,-5677.575480061245,0.013085377980305683
17,4,9.072196567919864,0.7028221852695794,-2372.0442242013837,0.051270710960254325
17,5,10.069845912201183,0.7319967246307546,-1832.8399592746925,0.04413869782885487
17,6,9.985712803417785,0.7196467842379979,-1432.5087804824973,0.046318900808614935
17,7,9.731500402135955,0.7044945717048999,-1133.473643787272,0.04552009864210235
17,8,9.477751368505642,0.6893671124340792,-857.6152904399389,0.042581881388388546
17,9,9.33475905444848,0.6751153929503342,-639.0840316714127,0.04248920382801647
17,10,9.272454548097993,0.6659080981689727,-442.96908702746197,0.04327626475260307
17,11,9.231564925303193,0.659740503758304,-336.1016721572953,0.043608194026323856
17,12,9.195205177478625,0.6601480034484833,-201.94310241746243,0.042416105328084236
17,13,9.154565388527166,0.6619925131848461,-154.2311840842579,0.04020819736105062
17,14,9.133064698300968,0.6683493857427878,-57.6497485688092,0.036855509899327066
17,15,9.13749430919271,0.6722669641177188,-26.680702806170974,0.03393222884787104
17,16,9.18281282952108,0.6770755015042985,81.8021094584412,0.03147145471460811
17,17,9.246016052116744,0.6778269020753436,125.37148192467589,0.02995211927020049
17,18,9.327230467413388,0.6771056968150622,173.09234104901753,0.029060960796942967
17,19,9.417996401039142,0.6752709976478528,221.99791001627807,0.02865288516026131
17,20,9.512500842565732,0.6755797499333729,344.5799570411111,0.028421791869921637
18,2,8.291174443336022e-08,0.5978117492518616,-37826.78605418127,8.523735105371324e-10
18,3,1.67752727339392,0.6222017082416522,-5575.340543686348,0.012506511619152616
18,4,9.298214506720875,0.711874943719464,-2268.5681985912092,0.0490664582690003
18,5,10.29067238638023,0.7394701638953223,-1725.9768517428563,0.04278681709608875
18,6,10.20163155875319,0.7274647493413082,-1323.8156125070639,0.04484125411367135
18,7,9.950326674745732,0.7129527967600471,-1022.8938784800191,0.044026334297653714
18,8,9.702021133634911,0.6984066055526772,-745.0689644978852,0.041342312796738376
18,9,9.563058930042972,0.684591003967959,-525.0509478225936,0.04133135516045271
18,10,9.503270079340728,0.6756172419387794,-327.78511873843314,0.04208226653409066
18,11,9.464332930388844,0.6695069646526731,-219.6532446800696,0.04238169857878405
18,12,9.42889419151401,0.6696989761470025,-83.9224949993247,0.041215914773674873
18,13,9.388573528227136,0.6711059386217211,-34.09011046029133,0.039100387937208284
18,14,9.36577372815298,0.6767628084077184,65.03069196826962,0.035893181484836625
18,15,9.368082130309975,0.6798943975015457,98.7909055619049,0.033113299915037975
18,16,9.410119745530599,0.6839394570242804,209.7443963908937,0.03077101176241322
18,17,9.469911655674167,0.6840055594117174,255.60427648884456,0.029344660558295675
18,18,9.54757686762379,0.6827148272392422,305.1847015848822,0.028524909441756164
18,19,9.634935007460278,0.6804327728953163,355.5196443266259,0.028173236984833698
18,20,9.726505069437227,0.6804775860150476,478.8466918821666,0.027981447182009147
19,2,8.518964363578527e-08,0.6089087346353841,-37740.13615663769,8.212597248097865e-10
19,3,1.7236132081790656,0.632874528715153,-5486.8648509678105,0.011953898739323465
19,4,9.518378018541636,0.7200706222470876,-2178.533919729957,0.046971033860778694
19,5,10.505947347990052,0.7461441843313656,-1632.426339911848,0.04145475549436846
19,6,10.412702483566742,0.7343991927550539,-1228.5135878142926,0.04337457998215197
19,7,10.164756090309028,0.7203951865001472,-925.8114994544468,0.04253431151564514
19,8,9.922210730911353,0.7062939229503976,-646.1194506377196,0.04006172109609502
19,9,9.787621827115634,0.6927999453941958,-424.6642624105185,0.04010981690125055
19,10,9.73077182058204,0.6839766640507711,-226.27303224326604,0.040821772135984744
19,11,9.694316984166285,0.6778608553463407,-116.90349290024159,0.04109174651520485
19,12,9.660502657641818,0.6778033379689133,20.35995615017109,0.039956796809497666
19,13,9.62135700007915,0.6787579018822858,72.25131453556122,0.03793785055147638
19,14,9.598235389022625,0.6837297133879059,173.82597354547448,0.034881339513294536
19,15,9.599443951392065,0.6861028375691209,210.26218778018227,0.03225298432159307
19,16,9.639133222452935,0.6894185637162185,323.5653314238555,0.030039863334441346
19,17,9.696432840991466,0.6888270789540691,371.5815648617703,0.02871859979932589
19,18,9.771390728988422,0.6869845646035908,422.89388235784315,0.027981453345977222
19,19,9.85610059541394,0.6842598260386099,474.54374150177335,0.027694838003348734
19,20,9.945276690524787,0.6840271059403491,598.5378687139362,0.027546622916543785
20,2,8.924447545849061e-08,0.6272263583300586,-37591.27221229479,7.642427449827565e-10
20,3,1.806067236513477,0.6506418853898893,-5334.602855399058,0.010927681568469193
20,4,9.906582721449483,0.7330061107787136,-2021.1982369586087,0.04309451649789405
20,5,10.881630160582718,0.756243671369158,-1467.1345137344356,0.03888698457705163
20,6,10.780417574925798,0.7449253586279643,-1059.5067624834974,0.04053117860460588
20,7,10.538947134459088,0.7318061559557791,-752.9792538808719,0.039590528683318756
20,8,10.307240893262549,0.718529494736468,-469.36391683747695,0.03739213216540797
20,9,10.18041833774495,0.705683524111926,-244.88455968275815,0.0374747487509477
20,10,10.128362484440206,0.6971908515300029,-43.88565690424207,0.03809045481035806
20,11,10.095888949520969,0.6911173866541753,68.48040346324771,0.038300789418755386
20,12,10.064915715596578,0.6906406228235531,209.6043207102727,0.037232737898000585
20,13,10.028183527941406,0.6908183525658569,266.4859125593837,0.03540784347676252
20,14,10.005200816042063,0.6945918615478028,373.9139724312891,0.03266100155171234
20,15,10.005163435690886,0.6956713228795639,416.42767353295187,0.030353626269169837
20,16,10.041344616342842,0.6977674729585913,534.9432353459681,0.028433524086775453
20,17,10.094772962518515,0.6961250683418914,587.5408291365115,0.02736335413529768
20,18,10.165420350092818,0.6934420896206515,642.4461615148773,0.026835901823166544
20,19,10.245914009826972,0.6900861139452019,696.7872607924081,0.02672184543872418
20,20,10.331345324885131,0.6895142535320173,822.1915080495102,0.02669943649995791
